Population Locus A B
Pop2 locus_318   7  25 
Pop2 locus_319   2  30 
Pop2 locus_320  16  10 
Pop2 locus_321  26   4 
Pop2 locus_322  26   4 
Pop2 locus_323   2  26 
Pop2 locus_324   8  22 
Pop2 locus_325  22   4 
Pop2 locus_326  24   4 
Pop2 locus_327  28   2 
Pop2 locus_328   3  23 
Pop2 locus_329  17  13 
Pop2 locus_330   6  24 
Pop2 locus_331   3  27 
Pop2 locus_332  25   3 
Pop2 locus_333  21   9 
Pop2 locus_334   2  28 
Pop2 locus_335   5  27 
Pop2 locus_336   9  21 
Pop2 locus_337  27   3 
Pop2 locus_338   2  30 
Pop2 locus_339   4  26 
Pop2 locus_340  20  12 
Pop2 locus_341  22   6 
Pop2 locus_342  19  13 
Pop2 locus_343  25   7 
Pop2 locus_344   4  28 
Pop2 locus_345   7  25 
Pop2 locus_346   2  30 
Pop2 locus_347   6  26 
Pop2 locus_348  18  12 
Pop2 locus_349   7  21 
Pop2 locus_350  20  10 
Pop2 locus_351   4  24 
Pop2 locus_352   2  28 
Pop2 locus_353  21   9 
Pop2 locus_354  26   4 
Pop2 locus_355  24   6 
Pop2 locus_356   6  26 
Pop2 locus_357  20  10 
Pop2 locus_358  20  12 
Pop2 locus_359   7  25 
Pop2 locus_360   7  25 
Pop2 locus_361  25   7 
Pop2 locus_362   2  30 
Pop2 locus_363   2  30 
Pop2 locus_364  22   4 
Pop2 locus_365   8  24 
Pop2 locus_366  26   6 
Pop2 locus_367  28   4 
Pop2 locus_368   3  25 
Pop2 locus_369  25   3 
Pop2 locus_370  26   2 
Pop2 locus_371  17  15 
Pop2 locus_372  15  17 
Pop2 locus_373  17  15 
Pop2 locus_374  17  15 
Pop2 locus_375  30   2 
Pop2 locus_376   6  26 
Pop2 locus_377  28   4 
Pop2 locus_378  30   2 
Pop2 locus_379   2  28 
Pop2 locus_380  27   5 
Pop2 locus_381   3  29 
Pop2 locus_382   3  25 
Pop2 locus_383   4  26 
Pop2 locus_384  28   2 
Pop2 locus_385   5  27 
Pop2 locus_386  30   2 
Pop2 locus_387   5  27 
Pop2 locus_388  27   3 
Pop2 locus_389   4  24 
Pop2 locus_390   3  27 
Pop2 locus_391  16  14 
Pop2 locus_392  26   4 
Pop2 locus_393   3  27 
Pop2 locus_394  18  12 
Pop2 locus_395   3  27 
Pop2 locus_396   2  30 
Pop2 locus_397  29   3 
Pop2 locus_398  16  14 
Pop2 locus_399   3  27 
Pop2 locus_400  27   3 
Pop2 locus_401  22   8 
Pop2 locus_402  21  11 
Pop2 locus_403  29   3 
Pop2 locus_404  25   7 
Pop2 locus_405   2  30 
Pop2 locus_406   6  26 
Pop2 locus_407  19  13 
Pop2 locus_408  28   2 
Pop2 locus_409  28   2 
Pop2 locus_410   2  28 
Pop2 locus_411   6  24 
Pop2 locus_412   5  25 
Pop2 locus_413  28   2 
Pop2 locus_414  28   2 
Pop2 locus_415  25   5 
Pop2 locus_416   3  29 
Pop2 locus_417   2  28 
Pop2 locus_418  23   7 
Pop2 locus_419  27   3 
Pop2 locus_420  22   8 
Pop2 locus_421  28   4 
Pop2 locus_422  28   2 
Pop2 locus_423  26   4 
Pop2 locus_424   8  22 
Pop2 locus_425   4  26 
Pop2 locus_426   2  26 
Pop2 locus_427  25   7 
Pop2 locus_428   8  22 
Pop2 locus_429  27   3 
Pop2 locus_430   3  27 
Pop2 locus_431  22   6 
Pop2 locus_432   6  22 
Pop2 locus_433   6  26 
Pop2 locus_434   5  27 
Pop2 locus_435  29   3 
Pop2 locus_436  30   2 
Pop2 locus_437  21   9 
Pop2 locus_438  26   6 
Pop2 locus_439   6  26 
Pop2 locus_440   4  24 
Pop2 locus_441  24   8 
Pop2 locus_442  25   5 
Pop2 locus_443  17  13 
Pop2 locus_444  30   2 
Pop2 locus_445  23   9 
Pop2 locus_446   8  24 
Pop2 locus_447  24   8 
Pop2 locus_448   8  24 
Pop2 locus_449  29   3 
Pop2 locus_450  29   3 
Pop2 locus_451   2  30 
Pop2 locus_452  20  12 
Pop2 locus_453  26   6 
Pop2 locus_454   8  24 
Pop2 locus_455  20  12 
Pop2 locus_456  30   2 
Pop2 locus_457  30   2 
Pop2 locus_458  28   2 
Pop2 locus_459  27   3 
Pop2 locus_460  24   6 
Pop2 locus_461  30   2 
Pop2 locus_462   7  25 
Pop2 locus_463   4  28 
Pop2 locus_464   4  28 
Pop2 locus_465  29   3 
Pop2 locus_466   3  29 
Pop2 locus_467  29   3 
Pop2 locus_468   4  26 
Pop2 locus_469   4  28 
Pop2 locus_470  13  19 
Pop2 locus_471  23   9 
Pop2 locus_472  27   5 
Pop2 locus_473  13  19 
Pop2 locus_474   4  24 
Pop2 locus_475  27   3 
Pop2 locus_476   5  25 
Pop2 locus_477  29   3 
Pop2 locus_478   7  25 
Pop2 locus_479  15  15 
Pop2 locus_480  15  15 
Pop2 locus_481   9  21 
Pop2 locus_482   4  26 
Pop2 locus_483  26   4 
Pop2 locus_484   4  28 
Pop2 locus_485  25   7 
Pop2 locus_486   3  27 
Pop2 locus_487  25   5 
Pop2 locus_488   4  26 
Pop2 locus_489  23   9 
Pop2 locus_490   3  29 
Pop2 locus_491  16  12 
Pop2 locus_492   4  28 
Pop2 locus_493  29   3 
Pop2 locus_494  28   4 
Pop2 locus_495   3  29 
Pop2 locus_496  29   3 
Pop2 locus_497  30   2 
Pop2 locus_498   2  30 
Pop2 locus_499   5  27 
Pop2 locus_500  27   5 
Pop2 locus_501  28   2 
Pop2 locus_502   2  24 
Pop2 locus_503  18   8 
Pop2 locus_504   8  24 
Pop2 locus_505   2  30 
Pop2 locus_506  25   3 
Pop2 locus_507  25   7 
Pop2 locus_508  30   2 
Pop2 locus_509  25   5 
Pop2 locus_510  19   9 
Pop2 locus_511  24   2 
Pop2 locus_512  24   2 
Pop2 locus_513  23   3 
Pop2 locus_514  22   4 
Pop2 locus_515  12  18 
Pop2 locus_516   7  23 
Pop2 locus_517   7  23 
Pop2 locus_518   3  29 
Pop2 locus_519  21   5 
Pop2 locus_520  13  13 
Pop2 locus_521  13  13 
Pop2 locus_522  14  14 
Pop2 locus_523   2  24 
Pop2 locus_524  30   2 
Pop2 locus_525  16  16 
Pop2 locus_526   4  26 
Pop2 locus_527  29   3 
Pop2 locus_528   3  29 
Pop2 locus_529  30   2 
Pop2 locus_530  23   7 
Pop2 locus_531   6  24 
Pop2 locus_532  22   8 
Pop2 locus_533  28   2 
Pop2 locus_534  26   2 
Pop2 locus_535  26   2 
Pop2 locus_536  30   2 
Pop2 locus_537  27   5 
Pop2 locus_538   4  28 
Pop2 locus_539  12  18 
Pop2 locus_540  16  14 
Pop2 locus_541   2  26 
Pop2 locus_542  22   6 
Pop2 locus_543   5  25 
Pop2 locus_544  23   9 
Pop2 locus_545   3  29 
Pop2 locus_546  17  11 
Pop2 locus_547   2  30 
Pop2 locus_548  22  10 
Pop2 locus_549  12  16 
Pop2 locus_550   5  25 
Pop2 locus_551  12  20 
Pop2 locus_552   2  30 
Pop2 locus_553   3  29 
Pop2 locus_554  27   3 
Pop2 locus_555   2  28 
Pop2 locus_556   2  28 
Pop2 locus_557  23   5 
Pop2 locus_558   3  25 
Pop2 locus_559   3  29 
Pop2 locus_560   6  26 
Pop2 locus_561   3  29 
Pop2 locus_562  23   7 
Pop2 locus_563   3  25 
Pop2 locus_564  21   9 
Pop2 locus_565  29   3 
Pop2 locus_566   4  26 
Pop2 locus_567   5  27 
Pop2 locus_568  30   2 
Pop2 locus_569  27   5 
Pop2 locus_570   5  27 
Pop2 locus_571  26   4 
Pop2 locus_572  20  10 
Pop2 locus_573  30   2 
Pop2 locus_574  21  11 
Pop2 locus_575  21  11 
Pop2 locus_576   4  28 
Pop2 locus_577  26   4 
Pop2 locus_578  26   2 
Pop2 locus_579  15  13 
Pop2 locus_580  30   2 
Pop2 locus_581  28   4 
Pop2 locus_582  28   4 
Pop2 locus_583   2  28 
Pop2 locus_584   4  26 
Pop2 locus_585   7  23 
Pop2 locus_586  29   3 
Pop2 locus_587  28   4 
Pop2 locus_588   4  28 
Pop2 locus_589  24   8 
Pop2 locus_590   6  22 
Pop2 locus_591  13  13 
Pop2 locus_592   2  24 
Pop2 locus_593   4  22 
Pop2 locus_594   2  26 
Pop2 locus_595   7  21 
Pop2 locus_596   4  26 
Pop2 locus_597   4  26 
Pop2 locus_598  22   6 
Pop2 locus_599   5  23 
Pop2 locus_600   7  19 
Pop2 locus_601   9  17 
Pop2 locus_602  20   6 
Pop2 locus_603   2  24 
Pop2 locus_604   3  27 
Pop2 locus_605  22  10 
Pop2 locus_606  17  15 
Pop2 locus_607  30   2 
Pop2 locus_608  17  15 
Pop2 locus_609  29   3 
Pop2 locus_610   5  25 
Pop2 locus_611   5  23 
Pop2 locus_612   3  25 
Pop2 locus_613   6  22 
Pop2 locus_614   3  23 
Pop2 locus_615   4  24 
Pop2 locus_616   4  24 
Pop2 locus_617  20  12 
Pop2 locus_618  22  10 
Pop2 locus_619   2  26 
Pop2 locus_620   2  26 
Pop2 locus_621   2  26 
Pop2 locus_622   5  23 
Pop2 locus_623   2  26 
Pop2 locus_624  11  21 
Pop2 locus_625   8  24 
Pop2 locus_626  12  20 
Pop2 locus_627  28   2 
Pop2 locus_628   4  28 
Pop2 locus_629   3  29 
Pop2 locus_630  28   4 
Pop2 locus_631  21   7 
Pop2 locus_632   4  26 
Pop2 locus_633   3  27 
Pop2 locus_634   2  24 
Pop2 locus_635   2  24 
Pop2 locus_636  27   3 
Pop2 locus_637  26   4 
Pop2 locus_638  26   4 
Pop2 locus_639  18  14 
Pop2 locus_640  30   2 
Pop2 locus_641  21   9 
Pop2 locus_642  19  11 
Pop2 locus_643   5  25 
Pop2 locus_644  19  11 
Pop2 locus_645  25   5 
Pop2 locus_646  26   4 
Pop2 locus_647  17  13 
Pop2 locus_648  20  10 
Pop2 locus_649  28   4 
Pop2 locus_650  23   9 
Pop2 locus_651   5  25 
Pop2 locus_652   7  25 
Pop2 locus_653   5  27 
Pop2 locus_654   8  20 
Pop2 locus_655  19   7 
Pop2 locus_656  20   8 
Pop2 locus_657  28   2 
Pop2 locus_658  20   8 
Pop2 locus_659  30   2 
Pop2 locus_660   3  29 
Pop2 locus_661   9  23 
Pop2 locus_662  12  16 
Pop2 locus_663  12  20 
Pop2 locus_664  12  20 
Pop2 locus_665   2  30 
Pop2 locus_666  18   8 
Pop2 locus_667  26   4 
Pop2 locus_668  26   4 
Pop2 locus_669  29   3 
Pop2 locus_670  23   3 
Pop2 locus_671  10  18 
Pop2 locus_672   3  27 
Pop2 locus_673   2  28 
Pop2 locus_674  25   5 
Pop2 locus_675  24   6 
Pop2 locus_676  26   4 
Pop2 locus_677  30   2 
Pop2 locus_678  20  10 
Pop2 locus_679  30   2 
Pop2 locus_680   2  30 
Pop2 locus_681   2  26 
Pop2 locus_682   6  26 
Pop2 locus_683   8  24 
Pop2 locus_684  23   9 
Pop2 locus_685   4  24 
Pop2 locus_686   2  30 
Pop2 locus_687  24   2 
Pop2 locus_688   2  24 
Pop2 locus_689  25   3 
Pop2 locus_690   2  26 
Pop2 locus_691  24   6 
Pop2 locus_692  30   2 
Pop2 locus_693  14  18 
Pop2 locus_694  24   2 
Pop2 locus_695  27   3 
Pop2 locus_696  19  13 
Pop2 locus_697  10  22 
Pop2 locus_698  10  22 
Pop2 locus_699   3  23 
Pop2 locus_700   9  19 
Pop2 locus_701  27   3 
Pop2 locus_702  30   2 
Pop2 locus_703   5  27 
Pop2 locus_704  29   3 
Pop2 locus_705   8  24 
Pop2 locus_706  20   8 
Pop2 locus_707  22  10 
Pop2 locus_708   6  26 
Pop2 locus_709   2  30 
Pop2 locus_710   2  30 
Pop2 locus_711   8  24 
Pop2 locus_712   6  26 
Pop2 locus_713   2  28 
Pop2 locus_714  25   3 
Pop2 locus_715   8  22 
Pop2 locus_716   8  22 
Pop2 locus_717  26   6 
Pop2 locus_718   3  27 
Pop2 locus_719   3  27 
Pop2 locus_720  10  18 
Pop2 locus_721   2  24 
Pop2 locus_722  24   2 
Pop2 locus_723  21  11 
Pop2 locus_724  24   6 
Pop2 locus_725  19   7 
Pop2 locus_726  30   2 
Pop2 locus_727   9  19 
Pop2 locus_728   4  26 
Pop2 locus_729  16  16 
Pop2 locus_730   8  24 
Pop2 locus_731   6  24 
Pop2 locus_732  30   2 
Pop2 locus_733  10  22 
Pop2 locus_734  28   4 
Pop2 locus_735   3  29 
Pop2 locus_736   3  29 
Pop2 locus_737   5  25 
Pop2 locus_738  10  20 
Pop2 locus_739  17  11 
Pop2 locus_740  26   4 
Pop2 locus_741   5  25 
Pop2 locus_742  14  14 
Pop2 locus_743  25   3 
Pop2 locus_744  14  14 
Pop2 locus_745  29   3 
Pop2 locus_746   7  23 
Pop2 locus_747   2  30 
Pop2 locus_748  27   3 
Pop2 locus_749  28   4 
Pop2 locus_750  23   9 
Pop2 locus_751  22  10 
Pop2 locus_752   6  24 
Pop2 locus_753  10  22 
Pop2 locus_754  24   6 
Pop2 locus_755  23   9 
Pop2 locus_756   5  27 
Pop2 locus_757  26   4 
Pop2 locus_758   3  27 
Pop2 locus_759  27   3 
Pop2 locus_760  20   8 
Pop2 locus_761  26   2 
Pop2 locus_762   3  25 
Pop2 locus_763   3  29 
Pop2 locus_764   4  28 
Pop2 locus_765   2  26 
Pop2 locus_766   2  26 
Pop2 locus_767   6  26 
Pop2 locus_768  10  20 
Pop2 locus_769  14  18 
Pop2 locus_770  16  16 
Pop2 locus_771   6  26 
Pop2 locus_772  18  12 
Pop2 locus_773   5  27 
Pop2 locus_774   4  28 
Pop2 locus_775  30   2 
Pop2 locus_776   6  26 
Pop2 locus_777   2  30 
Pop2 locus_778   4  28 
Pop2 locus_779  28   4 
Pop2 locus_780   3  29 
Pop2 locus_781   2  30 
Pop2 locus_782  19  11 
Pop2 locus_783  29   3 
Pop2 locus_784  21   9 
Pop2 locus_785  20  10 
Pop2 locus_786   3  27 
Pop2 locus_787  22   4 
Pop2 locus_788  25   7 
Pop2 locus_789   9  23 
Pop2 locus_790  30   2 
Pop2 locus_791  28   2 
Pop2 locus_792  27   3 
Pop2 locus_793   3  29 
Pop2 locus_794   6  26 
Pop2 locus_795  30   2 
Pop2 locus_796   4  24 
Pop2 locus_797   2  28 
Pop2 locus_798  24   2 
Pop2 locus_799  30   2 
Pop2 locus_800  20  12 
Pop2 locus_801  20  12 
Pop2 locus_802  10  20 
Pop2 locus_803   2  26 
Pop2 locus_804   6  22 
Pop2 locus_805  28   4 
Pop2 locus_806  26   4 
Pop2 locus_807  26   4 
Pop2 locus_808   3  23 
Pop2 locus_809   5  27 
Pop2 locus_810  27   5 
Pop2 locus_811   3  23 
Pop2 locus_812  22   4 
Pop2 locus_813   3  23 
Pop2 locus_814  26   4 
Pop2 locus_815  25   5 
Pop2 locus_816  25   5 
Pop2 locus_817  30   2 
Pop2 locus_818   8  22 
Pop2 locus_819  29   3 
Pop2 locus_820   4  26 
Pop2 locus_821  20  12 
Pop2 locus_822  30   2 
Pop2 locus_823  25   7 
Pop2 locus_824   6  22 
Pop2 locus_825   5  27 
Pop2 locus_826  28   2 
Pop2 locus_827   2  30 
Pop2 locus_828   2  30 
Pop2 locus_829  28   2 
Pop2 locus_830   2  30 
Pop2 locus_831  12  20 
Pop2 locus_832  13  13 
Pop2 locus_833  17  11 
Pop2 locus_834  12  14 
Pop2 locus_835   4  24 
Pop2 locus_836   4  28 
Pop2 locus_837  16  16 
Pop2 locus_838   4  28 
Pop2 locus_839   7  19 
Pop2 locus_840  26   4 
Pop2 locus_841  28   4 
Pop2 locus_842   4  28 
Pop2 locus_843   4  28 
Pop2 locus_844  20   6 
Pop2 locus_845  14  12 
Pop2 locus_846   2  28 
Pop2 locus_847  28   4 
Pop2 locus_848  28   2 
Pop2 locus_849   2  30 
Pop2 locus_850   5  25 
Pop2 locus_851   6  24 
Pop2 locus_852   2  26 
Pop2 locus_853   2  24 
Pop2 locus_854  19  13 
Pop2 locus_855   3  25 
Pop2 locus_856  20   8 
Pop2 locus_857   9  23 
Pop2 locus_858   4  28 
Pop2 locus_859  23   9 
Pop2 locus_860  26   2 
Pop2 locus_861   4  22 
Pop2 locus_862   4  28 
Pop2 locus_863   4  28 
Pop2 locus_864  28   4 
Pop2 locus_865  28   2 
Pop2 locus_866   5  21 
Pop2 locus_867  21   7 
Pop2 locus_868  21   7 
Pop2 locus_869  25   3 
Pop2 locus_870   3  27 
Pop2 locus_871  19  11 
Pop2 locus_872  21   9 
Pop2 locus_873  30   2 
Pop2 locus_874  25   7 
Pop2 locus_875  28   4 
Pop2 locus_876  26   6 
Pop2 locus_877  29   3 
Pop2 locus_878  28   2 
Pop2 locus_879  28   4 
Pop2 locus_880   6  26 
Pop2 locus_881  26   6 
Pop2 locus_882  11  19 
Pop2 locus_883  30   2 
Pop2 locus_884   2  26 
Pop2 locus_885  19  11 
Pop2 locus_886  22   8 
Pop2 locus_887  11  17 
Pop2 locus_888   3  27 
Pop2 locus_889  10  20 
Pop2 locus_890   4  28 
Pop2 locus_891   4  28 
Pop2 locus_892   6  26 
Pop2 locus_893   2  26 
Pop2 locus_894  27   3 
Pop2 locus_895  23   7 
Pop2 locus_896  26   2 
Pop2 locus_897  18  14 
Pop2 locus_898  18  14 
Pop2 locus_899  29   3 
Pop2 locus_900   3  29 
Pop2 locus_901   9  23 
Pop2 locus_902   3  23 
Pop2 locus_903  22   8 
Pop2 locus_904   2  28 
Pop2 locus_905  26   6 
Pop2 locus_906  26   6 
Pop2 locus_907  27   5 
Pop2 locus_908  10  22 
Pop2 locus_909  15  13 
Pop2 locus_910   6  24 
Pop2 locus_911   3  29 
Pop2 locus_912   4  28 
Pop2 locus_913  28   4 
Pop2 locus_914  27   5 
Pop2 locus_915  13  17 
Pop2 locus_916  17  15 
Pop2 locus_917  30   2 
Pop2 locus_918   6  26 
Pop2 locus_919  22   6 
Pop2 locus_920   3  27 
Pop2 locus_921  30   2 
Pop2 locus_922  11  21 
Pop2 locus_923  21  11 
Pop2 locus_924  25   3 
Pop2 locus_925  25   5 
Pop2 locus_926   3  29 
Pop2 locus_927  22  10 
Pop2 locus_928   2  30 
Pop2 locus_929  25   7 
Pop2 locus_930   6  26 
Pop2 locus_931  12  14 
Pop2 locus_932   8  22 
Pop2 locus_933  28   4 
Pop2 locus_934   3  29 
Pop2 locus_935  30   2 
Pop2 locus_936   9  21 
Pop2 locus_937   4  26 
Pop2 locus_938   5  25 
Pop2 locus_939   4  28 
Pop2 locus_940  21   5 
Pop2 locus_941  10  16 
Pop2 locus_942  16  10 
Pop2 locus_943   2  24 
Pop2 locus_944  24   2 
Pop2 locus_945  14  12 
Pop2 locus_946   4  22 
Pop2 locus_947   2  24 
Pop2 locus_948  12  14 
Pop2 locus_949  22   8 
Pop2 locus_950  16  14 
Pop2 locus_951  10  20 
Pop2 locus_952  16  14 
Pop2 locus_953  10  20 
Pop2 locus_954  21   9 
Pop2 locus_955   6  24 
Pop2 locus_956  22   4 
Pop2 locus_957   5  25 
Pop2 locus_958  24   6 
Pop2 locus_959  26   4 
Pop2 locus_960   3  25 
Pop2 locus_961   3  25 
Pop2 locus_962   2  28 
Pop2 locus_963  22   6 
Pop2 locus_964   6  22 
Pop2 locus_965  11  21 
Pop2 locus_966  11  21 
Pop2 locus_967  19   9 
Pop2 locus_968   7  21 
Pop2 locus_969   6  22 
Pop2 locus_970   5  25 
Pop2 locus_971  24   6 
Pop2 locus_972  24   6 
Pop2 locus_973   3  29 
Pop2 locus_974  17  11 
Pop2 locus_975  28   4 
Pop2 locus_976  29   3 
Pop2 locus_977  15  15 
Pop2 locus_978   5  25 
Pop2 locus_979  15  15 
Pop2 locus_980   6  24 
Pop2 locus_981  29   3 
Pop2 locus_982  25   7 
Pop2 locus_983  25   7 
Pop2 locus_984  27   5 
Pop2 locus_985   4  28 
Pop2 locus_986  27   3 
Pop2 locus_987  27   3 
Pop2 locus_988  12  18 
Pop2 locus_989  12  18 
Pop2 locus_990  12  18 
Pop2 locus_991  28   2 
Pop2 locus_992   3  27 
Pop2 locus_993  30   2 
Pop2 locus_994   5  27 
Pop2 locus_995  22   8 
Pop2 locus_996  25   3 
Pop2 locus_997  24   2 
Pop2 locus_998  30   2 
Pop2 locus_999  13  15 
Pop2 locus_1000   6  20 
Pop2 locus_1001  24   4 
Pop2 locus_1002   2  30 
Pop2 locus_1003  10  20 
Pop2 locus_1004  30   2 
Pop2 locus_1005  20  10 
Pop2 locus_1006  29   3 
Pop2 locus_1007   7  25 
Pop2 locus_1008  25   7 
Pop2 locus_1009  30   2 
Pop2 locus_1010   3  23 
Pop2 locus_1011  28   4 
Pop2 locus_1012  26   4 
Pop2 locus_1013   4  26 
Pop2 locus_1014   7  25 
Pop2 locus_1015  28   2 
Pop2 locus_1016  28   4 
Pop2 locus_1017   7  25 
Pop2 locus_1018  16  16 
Pop2 locus_1019  16  16 
Pop2 locus_1020   2  26 
Pop2 locus_1021  27   5 
Pop2 locus_1022  29   3 
Pop2 locus_1023   6  26 
Pop2 locus_1024  30   2 
Pop2 locus_1025  17  15 
Pop2 locus_1026  18  14 
Pop2 locus_1027   3  29 
Pop2 locus_1028  24   8 
Pop2 locus_1029  12  16 
Pop2 locus_1030  12  16 
Pop2 locus_1031   8  24 
Pop2 locus_1032  26   2 
Pop2 locus_1033   6  22 
Pop2 locus_1034  26   2 
Pop2 locus_1035   3  23 
Pop2 locus_1036   4  22 
Pop2 locus_1037  26   2 
Pop2 locus_1038  11  17 
Pop2 locus_1039  24   4 
Pop2 locus_1040  28   2 
Pop2 locus_1041  24   4 
Pop2 locus_1042   2  30 
Pop2 locus_1043   4  26 
Pop2 locus_1044  28   2 
Pop2 locus_1045   5  27 
Pop2 locus_1046   5  27 
Pop2 locus_1047  28   4 
Pop2 locus_1048   5  23 
Pop2 locus_1049  16  12 
Pop2 locus_1050   4  26 
Pop2 locus_1051  25   3 
Pop2 locus_1052   2  28 
Pop2 locus_1053  23   7 
Pop2 locus_1054   7  25 
Pop2 locus_1055  15  15 
Pop2 locus_1056  30   2 
Pop2 locus_1057  18  10 
Pop2 locus_1058  30   2 
Pop2 locus_1059  29   3 
Pop2 locus_1060  26   2 
Pop2 locus_1061  25   5 
Pop2 locus_1062  26   2 
Pop2 locus_1063   2  30 
Pop2 locus_1064   9  21 
Pop2 locus_1065  23   9 
Pop2 locus_1066  30   2 
Pop2 locus_1067  29   3 
Pop2 locus_1068  10  22 
Pop2 locus_1069  22  10 
Pop2 locus_1070   2  30 
Pop2 locus_1071  30   2 
Pop2 locus_1072  29   3 
Pop2 locus_1073   2  30 
Pop2 locus_1074  30   2 
Pop2 locus_1075  22   8 
Pop2 locus_1076   3  29 
Pop2 locus_1077  12  20 
Pop2 locus_1078   8  24 
Pop2 locus_1079  24   8 
Pop2 locus_1080   2  30 
Pop2 locus_1081   2  30 
Pop2 locus_1082   5  25 
Pop2 locus_1083   7  23 
Pop2 locus_1084  24   2 
Pop2 locus_1085  15  11 
Pop2 locus_1086   2  28 
Pop2 locus_1087   2  26 
Pop2 locus_1088   8  20 
Pop2 locus_1089   2  30 
Pop2 locus_1090  26   4 
Pop2 locus_1091   2  30 
Pop2 locus_1092  26   6 
Pop2 locus_1093  25   7 
Pop2 locus_1094   7  25 
Pop2 locus_1095   7  25 
Pop2 locus_1096   7  23 
Pop2 locus_1097   3  23 
Pop2 locus_1098  24   2 
Pop2 locus_1099   2  24 
Pop2 locus_1100  22   4 
Pop2 locus_1101  22   4 
Pop2 locus_1102   8  22 
Pop2 locus_1103  29   3 
Pop2 locus_1104  26   2 
Pop2 locus_1105  24   4 
Pop2 locus_1106  23   7 
Pop2 locus_1107  29   3 
Pop2 locus_1108   2  30 
Pop2 locus_1109  26   2 
Pop2 locus_1110   2  26 
Pop2 locus_1111   4  26 
Pop2 locus_1112  22  10 
Pop2 locus_1113  18  10 
Pop2 locus_1114  16  10 
Pop2 locus_1115  21   7 
Pop2 locus_1116  29   3 
Pop2 locus_1117  26   4 
Pop2 locus_1118  11  19 
Pop2 locus_1119   3  29 
Pop2 locus_1120  30   2 
Pop2 locus_1121  24   4 
Pop2 locus_1122  28   2 
Pop2 locus_1123   7  25 
Pop2 locus_1124   2  30 
Pop2 locus_1125  30   2 
Pop2 locus_1126  24   4 
Pop2 locus_1127  13  17 
Pop2 locus_1128  30   2 
Pop2 locus_1129  24   2 
Pop2 locus_1130  24   2 
Pop2 locus_1131   2  24 
Pop2 locus_1132  24   2 
Pop2 locus_1133   3  25 
Pop2 locus_1134  26   6 
Pop2 locus_1135  22   6 
Pop2 locus_1136  27   3 
Pop2 locus_1137  17  13 
Pop2 locus_1138  23   9 
Pop2 locus_1139  30   2 
Pop2 locus_1140   4  28 
Pop2 locus_1141   8  18 
Pop2 locus_1142   2  28 
Pop2 locus_1143   3  29 
Pop2 locus_1144   3  29 
Pop2 locus_1145   4  26 
Pop2 locus_1146  28   4 
Pop2 locus_1147  30   2 
Pop2 locus_1148   4  24 
Pop2 locus_1149  18  14 
Pop2 locus_1150  30   2 
Pop2 locus_1151   2  30 
Pop2 locus_1152   2  30 
Pop2 locus_1153  30   2 
Pop2 locus_1154   7  23 
Pop2 locus_1155   9  23 
Pop2 locus_1156  22   4 
Pop2 locus_1157  23   7 
Pop2 locus_1158  19  13 
Pop2 locus_1159   4  28 
Pop2 locus_1160   4  26 
Pop2 locus_1161  28   4 
Pop2 locus_1162  14  18 
Pop2 locus_1163  26   6 
Pop2 locus_1164  30   2 
Pop2 locus_1165   3  27 
Pop2 locus_1166   3  27 
Pop2 locus_1167   3  29 
Pop2 locus_1168  22  10 
Pop2 locus_1169  24   2 
Pop2 locus_1170  24   8 
Pop2 locus_1171  24   8 
Pop2 locus_1172   2  30 
Pop2 locus_1173  18  12 
Pop2 locus_1174  16  12 
Pop2 locus_1175   4  28 
Pop2 locus_1176  26   2 
Pop2 locus_1177  22   6 
Pop2 locus_1178  26   2 
Pop2 locus_1179   3  23 
Pop2 locus_1180  23   3 
Pop2 locus_1181  14  14 
Pop2 locus_1182   2  28 
Pop2 locus_1183  25   5 
Pop2 locus_1184  13  19 
Pop2 locus_1185  24   4 
Pop2 locus_1186  26   4 
Pop2 locus_1187   4  26 
Pop2 locus_1188  26   4 
Pop2 locus_1189   3  25 
Pop2 locus_1190  25   3 
Pop2 locus_1191  12  16 
Pop2 locus_1192   2  28 
Pop2 locus_1193  27   5 
Pop2 locus_1194  22  10 
Pop2 locus_1195  10  22 
Pop2 locus_1196  28   2 
Pop2 locus_1197   2  28 
Pop2 locus_1198  29   3 
Pop2 locus_1199  12  18 
Pop2 locus_1200  25   7 
Pop2 locus_1201  26   6 
Pop2 locus_1202  23   7 
Pop2 locus_1203  11  19 
Pop2 locus_1204   3  27 
Pop2 locus_1205  28   4 
Pop2 locus_1206   4  28 
Pop2 locus_1207   4  26 
Pop2 locus_1208   2  28 
Pop2 locus_1209   2  28 
Pop2 locus_1210   4  28 
Pop2 locus_1211   7  23 
Pop2 locus_1212   2  30 
Pop2 locus_1213   9  23 
Pop2 locus_1214  24   8 
Pop2 locus_1215  24   8 
Pop2 locus_1216  26   4 
Pop2 locus_1217  15  13 
Pop2 locus_1218  15  13 
Pop2 locus_1219  14  14 
Pop2 locus_1220  14  14 
Pop2 locus_1221  23   7 
Pop2 locus_1222   5  25 
Pop2 locus_1223  28   4 
Pop2 locus_1224  29   3 
Pop2 locus_1225   7  23 
Pop2 locus_1226  23   7 
Pop2 locus_1227  28   2 
Pop2 locus_1228   9  19 
Pop2 locus_1229  28   2 
Pop2 locus_1230  19  13 
Pop2 locus_1231   2  30 
Pop2 locus_1232   9  23 
Pop2 locus_1233   8  20 
Pop2 locus_1234  11  15 
